"Date","Open","High","Low","Close","Volume","AdjustedClose","OC","return","returnLag2","returnLag3","returnLag4","returnLag5","direction","returnLag1"
2007-01-03,231.494354,236.789917,229.065155,232.28421,15513200,232.28421,-0.789856000000015,0,0,0,0,0,-1,0
2007-01-04,232.984665,240.411362,232.661758,240.068588,15877700,240.068588,-7.083923,3.35122994369699,0,0,0,0,1,0
2007-01-05,239.69104,242.174881,237.510223,242.020889,13833500,242.020889,-2.32984900000002,0.813226343464813,0,0,0,0,1,3.35122994369699
2007-01-08,242.269272,243.352234,239.542007,240.227554,9570600,240.227554,2.041718,-0.74098356030748,4.19170937189403,0,0,0,-1,0.813226343464813
2007-01-09,241.156509,242.54747,239.045242,241.181351,10832700,241.181351,-0.0248420000000067,0.397038967478314,0.066216909644169,3.41966593424495,0,0,1,-0.74098356030748
2007-01-10,240.649811,245.180344,239.462524,243.14856,12014600,243.14856,-2.498749,0.815655518904526,-0.346886586306195,0.46351878405683,3.83028230803979,0,1,0.397038967478314
2007-01-11,246.993546,249.253845,246.486847,248.245407,14510100,248.245407,-1.25186099999999,2.09618638086937,1.21593295663328,0.465939533012786,1.28295501950468,4.67717973597947,1,0.815655518904526
2007-01-12,249.373062,250.868347,248.384491,250.868347,9005500,250.868347,-1.495285,1.05659155256798,2.92893955967599,3.3376075585401,2.57189287491626,3.40603452876559,1,2.09618638086937
2007-01-16,252.135101,254.842499,250.023834,250.510666,15236200,250.510666,1.62443500000001,-0.142577174154224,3.1749260616637,4.01647804021132,4.42946399062949,3.6556588303417,-1,1.05659155256798
2007-01-17,250.068542,252.2444,245.592651,247.033279,13485200,247.033279,3.03526300000001,-1.38811933859934,0.912507920035752,3.02782216764927,3.86817428516684,4.28057141188724,-1,-0.142577174154224
2007-01-18,245.662201,246.635864,242.140106,242.338821,11941100,242.338821,3.32338000000001,-1.90033424605921,-1.5287173714267,-0.488278117467852,1.59767304400239,2.42636007126438,-1,-1.38811933859934
2007-01-19,242.41333,243.794357,241.797348,243.292618,10021200,243.292618,-0.879288000000003,0.393579945657988,-3.26207467749097,-3.40000087775123,-2.37933344724481,-0.33302233005205,1,-1.90033424605921
2007-01-22,244.658737,244.733246,237.703964,238.866409,10878900,238.866409,5.792328,-1.81929441032198,-1.51423363489418,-2.88133360357598,-3.01980265370027,-1.99511808087551,-1,0.393579945657988
2007-01-23,238.841568,240.808777,237.102875,237.977188,9391600,237.977188,0.864379999999983,-0.372267077536211,-1.43287484261549,-3.30597967733732,-4.64820807270537,-4.78415796314072,-1,-1.81929441032198
2007-01-24,240.659744,248.155991,240.083481,247.922501,12197400,247.922501,-7.26275700000002,4.17910350297945,-2.1847888537251,-1.79980779885035,-3.66593968094476,-5.00317140189152,1,-0.372267077536211
2007-01-25,248.881271,250.619965,241.260834,242.467987,12819800,242.467987,6.413284,-2.20008832518192,3.79127899896549,1.90301006173562,2.30407987336045,0.359960408411216,-1,4.17910350297945
2007-01-26,243.878799,247.341278,241.941406,246.317932,11064400,246.317932,-2.43913300000003,1.58781579689529,1.88707120953122,1.50777918715226,-0.338946165641578,0.0532997558818683,1,-2.20008832518192
2007-01-29,247.390961,247.763535,243.665192,244.643829,9613400,244.643829,2.74713199999999,-0.679651289050284,-0.647205878259512,3.50485022119011,3.11953574016345,1.24348779049269,-1,1.58781579689529
2007-01-30,245.403885,247.390961,244.022873,245.562851,8415200,245.562851,-0.158965999999992,0.375657135418684,0.897372897313664,-1.3224584242154,2.80137817243222,2.41868248624276,1,-0.679651289050284
2007-01-31,246.640839,250.868347,246.154007,249.129654,24570900,249.129654,-2.48881499999999,1.45250105440419,-0.306547312194882,1.27640107805242,-0.951769198230223,3.18755888484571,1,0.375657135418684
2007-02-01,251.365112,251.370087,239.209167,239.318466,31521000,239.318466,12.046646,-3.93818553611446,1.83361461367578,1.14150113926743,2.74744187157375,0.48690739853418,-1,1.45250105440419
2007-02-02,239.745682,240.932968,237.361191,239.194275,12654600,239.194275,0.551406999999983,-0.0518936135918555,-2.54288666814672,-2.17678206794254,-2.84163882960824,-1.29894302294018,-1,-3.93818553611446
2007-02-05,237.207199,237.455582,231.588745,232.070602,14507500,232.070602,5.13659699999999,-2.97819544384998,-3.98803548292167,-2.59346068595693,-2.22754607065932,-2.89205781412618,-1,-0.0518936135918555
2007-02-06,232.537567,235.120773,232.120285,234.216644,10712900,234.216644,-1.67907700000001,0.924736688535842,-3.0285435642062,-6.84745943572016,-5.4944178018197,-5.13940083892327,1,-2.97819544384998
2007-02-07,235.379089,235.64238,232.875366,233.486389,8293100,233.486389,1.89269999999999,-0.31178612566919,-2.08099922123972,-2.13181292913686,-5.98604371681903,-4.62049001051873,-1,0.924736688535842
2007-02-08,232.512726,235.344315,231.072098,233.993103,8206400,233.993103,-1.480377,0.21702078745155,0.610067362172825,-2.3862970800618,-2.43695235786778,-6.27916618870269,1,-0.31178612566919
2007-02-09,234.301102,234.812775,229.258896,229.452637,9780400,229.452637,4.84846499999998,-1.94042727832024,-0.0954419789227326,0.828412122617747,-2.17445505332434,-2.22522026361309,-1,0.21702078745155
